RPM,TinjA,TinjB,Tinj,Prail,Vinj_cum,TinjCNG,Pred,Pmap,Pcng,Tcng
1000.0000000000,438.0000000000,560.0000000000,998.0000000000,1085.2795947243,0.0000869649,5.0000000000,1.8167306511,1.0000000000,0.8167306511,25
1000.0000000000,420.0000000000,795.0000000000,1215.0000000000,1087.2173613100,0.0000885910,9.0000000000,1.9991351490,1.0000000000,0.9991351490,25
1000.0000000000,346.0000000000,885.0000000000,1231.0000000000,924.6598401224,0.0000900888,6.0000000000,2.1415913536,1.0000000000,1.1415913536,25
1000.0000000000,399.0000000000,539.0000000000,938.0000000000,993.4183741281,0.0000912797,4.0000000000,1.8494093513,1.0000000000,0.8494093513,25
1000.0000000000,486.0000000000,721.0000000000,1207.0000000000,954.5596279192,0.0000927764,4.0000000000,2.0500314586,1.0000000000,1.0500314586,25
1000.0000000000,315.0000000000,506.0000000000,821.0000000000,936.7262240770,0.0000937831,7.0000000000,1.8648493897,1.0000000000,0.8648493897,25
1000.0000000000,442.0000000000,794.0000000000,1236.0000000000,931.5982163153,0.0000952938,5.0000000000,2.0019779343,1.0000000000,1.0019779343,25
1000.0000000000,371.0000000000,689.0000000000,1060.0000000000,1078.7462801481,0.0000967060,5.0000000000,2.1684576828,1.0000000000,1.1684576828,25
1000.0000000000,336.0000000000,687.0000000000,1023.0000000000,1050.8139794007,0.0000980483,4.0000000000,2.1184622304,1.0000000000,1.1184622304,25
1000.0000000000,342.0000000000,665.0000000000,1007.0000000000,1053.7058387911,0.0000993717,9.0000000000,1.8977550438,1.0000000000,0.8977550438,25
1000.0000000000,368.0000000000,870.0000000000,1238.0000000000,994.9196823009,0.0001009449,9.0000000000,1.9876969242,1.0000000000,0.9876969242,25
1000.0000000000,319.0000000000,790.0000000000,1109.0000000000,932.3225389578,0.0001023009,8.0000000000,2.0665538687,1.0000000000,1.0665538687,25
1000.0000000000,486.0000000000,599.0000000000,1085.0000000000,913.1637968418,0.0001036113,6.0000000000,2.0146281221,1.0000000000,1.0146281221,25
1000.0000000000,309.0000000000,583.0000000000,892.0000000000,1029.4162911997,0.0001047677,5.0000000000,2.1141280916,1.0000000000,1.1141280916,25
1000.0000000000,373.0000000000,801.0000000000,1174.0000000000,1027.1848038067,0.0001062878,6.0000000000,1.9770161466,1.0000000000,0.9770161466,25
1000.0000000000,327.0000000000,637.0000000000,964.0000000000,940.1542634784,0.0001074724,4.0000000000,2.1874562331,1.0000000000,1.1874562331,25
1000.0000000000,422.0000000000,593.0000000000,1015.0000000000,996.5546372906,0.0001087634,6.0000000000,1.8611983166,1.0000000000,0.8611983166,25
1000.0000000000,383.0000000000,605.0000000000,988.0000000000,1073.8002626838,0.0001100762,3.0000000000,1.9677770724,1.0000000000,0.9677770724,25
1000.0000000000,320.0000000000,686.0000000000,1006.0000000000,998.6376699252,0.0001113574,3.0000000000,2.0153120832,1.0000000000,1.0153120832,25
1000.0000000000,440.0000000000,896.0000000000,1336.0000000000,971.8689575229,0.0001130318,7.0000000000,1.9509294214,1.0000000000,0.9509294214,25
1000.0000000000,355.0000000000,592.0000000000,947.0000000000,961.0304927378,0.0001142108,3.0000000000,2.1445726912,1.0000000000,1.1445726912,25
1000.0000000000,304.0000000000,730.0000000000,1034.0000000000,1020.2661408778,0.0001155443,7.0000000000,2.1274940254,1.0000000000,1.1274940254,25
1000.0000000000,379.0000000000,719.0000000000,1098.0000000000,933.6094234581,0.0001168880,7.0000000000,1.8662776028,1.0000000000,0.8662776028,25
1000.0000000000,350.0000000000,694.0000000000,1044.0000000000,1094.3494933089,0.0001182906,6.0000000000,1.8906347961,1.0000000000,0.8906347961,25
1000.0000000000,407.0000000000,705.0000000000,1112.0000000000,1005.5573152970,0.0001197125,9.0000000000,1.9271829964,1.0000000000,0.9271829964,25
1000.0000000000,344.0000000000,762.0000000000,1106.0000000000,1035.5964072028,0.0001211514,5.0000000000,2.0156267974,1.0000000000,1.0156267974,25
1000.0000000000,396.0000000000,702.0000000000,1098.0000000000,907.6353211310,0.0001224726,3.0000000000,1.8393084012,1.0000000000,0.8393084012,25
1000.0000000000,380.0000000000,695.0000000000,1075.0000000000,991.1836967731,0.0001238357,7.0000000000,2.0786321679,1.0000000000,1.0786321679,25
1000.0000000000,342.0000000000,765.0000000000,1107.0000000000,998.2154910318,0.0001252451,6.0000000000,2.0961636225,1.0000000000,1.0961636225,25
1000.0000000000,425.0000000000,812.0000000000,1237.0000000000,1016.9370019983,0.0001268374,9.0000000000,2.1045453309,1.0000000000,1.1045453309,25
1000.0000000000,350.0000000000,543.0000000000,893.0000000000,1007.5929038712,0.0001279806,9.0000000000,1.8675905870,1.0000000000,0.8675905870,25
1000.0000000000,359.0000000000,744.0000000000,1103.0000000000,969.0387161830,0.0001293606,3.0000000000,2.0482720754,1.0000000000,1.0482720754,25
1000.0000000000,493.0000000000,604.0000000000,1097.0000000000,974.1996939033,0.0001307374,4.0000000000,1.9030498303,1.0000000000,0.9030498303,25
1000.0000000000,349.0000000000,640.0000000000,989.0000000000,935.3846683454,0.0001319491,6.0000000000,2.1397004098,1.0000000000,1.1397004098,25
1000.0000000000,420.0000000000,731.0000000000,1151.0000000000,987.5326816200,0.0001334053,7.0000000000,1.9399498015,1.0000000000,0.9399498015,25
1000.0000000000,371.0000000000,700.0000000000,1071.0000000000,1078.2522310574,0.0001348318,3.0000000000,1.9024134831,1.0000000000,0.9024134831,25
1000.0000000000,494.0000000000,579.0000000000,1073.0000000000,988.6337895420,0.0001361903,7.0000000000,1.9726346265,1.0000000000,0.9726346265,25
1000.0000000000,498.0000000000,531.0000000000,1029.0000000000,914.6169888813,0.0001374342,5.0000000000,2.0082232358,1.0000000000,1.0082232358,25
1000.0000000000,353.0000000000,576.0000000000,929.0000000000,1036.2812743326,0.0001386432,8.0000000000,2.0188399316,1.0000000000,1.0188399316,25
1000.0000000000,394.0000000000,561.0000000000,955.0000000000,965.4421995672,0.0001398354,6.0000000000,2.0115676724,1.0000000000,1.0115676724,25
1000.0000000000,321.0000000000,723.0000000000,1044.0000000000,975.7566450210,0.0001411470,9.0000000000,1.8783136158,1.0000000000,0.8783136158,25
1000.0000000000,495.0000000000,812.0000000000,1307.0000000000,924.4629467470,0.0001427371,5.0000000000,1.9991593936,1.0000000000,0.9991593936,25
1000.0000000000,381.0000000000,888.0000000000,1269.0000000000,1002.9306559743,0.0001443573,4.0000000000,1.9530402818,1.0000000000,0.9530402818,25
1000.0000000000,436.0000000000,832.0000000000,1268.0000000000,942.8838949311,0.0001459182,3.0000000000,1.8179965739,1.0000000000,0.8179965739,25
1000.0000000000,491.0000000000,829.0000000000,1320.0000000000,1094.3567868232,0.0001476915,8.0000000000,2.0882031410,1.0000000000,1.0882031410,25
1000.0000000000,472.0000000000,562.0000000000,1034.0000000000,1043.2035574191,0.0001490425,5.0000000000,1.9365368584,1.0000000000,0.9365368584,25
1000.0000000000,398.0000000000,723.0000000000,1121.0000000000,957.3828347850,0.0001504350,4.0000000000,1.9625949515,1.0000000000,0.9625949515,25
1000.0000000000,470.0000000000,875.0000000000,1345.0000000000,1042.9413924413,0.0001521920,5.0000000000,2.0629606417,1.0000000000,1.0629606417,25
1000.0000000000,483.0000000000,561.0000000000,1044.0000000000,1017.2664854506,0.0001535361,8.0000000000,1.9685263538,1.0000000000,0.9685263538,25
1000.0000000000,430.0000000000,821.0000000000,1251.0000000000,968.3023988843,0.0001551006,7.0000000000,1.8649163408,1.0000000000,0.8649163408,25
1000.0000000000,348.0000000000,806.0000000000,1154.0000000000,1067.0759274787,0.0001566284,6.0000000000,1.9811546507,1.0000000000,0.9811546507,25
1000.0000000000,326.0000000000,792.0000000000,1118.0000000000,1069.4442699745,0.0001581104,6.0000000000,1.8977456261,1.0000000000,0.8977456261,25
1000.0000000000,479.0000000000,834.0000000000,1313.0000000000,1020.8894553854,0.0001598043,3.0000000000,1.9315153404,1.0000000000,0.9315153404,25
1000.0000000000,357.0000000000,521.0000000000,878.0000000000,1028.5095719020,0.0001609420,5.0000000000,2.0088578182,1.0000000000,1.0088578182,25
1000.0000000000,327.0000000000,687.0000000000,1014.0000000000,1090.7323165762,0.0001623016,7.0000000000,2.1074240246,1.0000000000,1.1074240246,25
1000.0000000000,465.0000000000,736.0000000000,1201.0000000000,911.5291402402,0.0001637505,7.0000000000,2.0704135590,1.0000000000,1.0704135590,25
1000.0000000000,351.0000000000,765.0000000000,1116.0000000000,1075.6358838242,0.0001652349,8.0000000000,1.9604570938,1.0000000000,0.9604570938,25
1000.0000000000,315.0000000000,622.0000000000,937.0000000000,903.1480179664,0.0001663590,5.0000000000,1.8892065251,1.0000000000,0.8892065251,25
1000.0000000000,302.0000000000,515.0000000000,817.0000000000,1032.2923999671,0.0001674199,5.0000000000,1.8534709674,1.0000000000,0.8534709674,25
1000.0000000000,303.0000000000,891.0000000000,1194.0000000000,932.9967375928,0.0001688806,9.0000000000,1.9756382078,1.0000000000,0.9756382078,25
1000.0000000000,499.0000000000,733.0000000000,1232.0000000000,1004.7908370171,0.0001704552,4.0000000000,2.1649591127,1.0000000000,1.1649591127,25
1000.0000000000,423.0000000000,777.0000000000,1200.0000000000,1055.3457530594,0.0001720337,5.0000000000,2.0411563791,1.0000000000,1.0411563791,25
1000.0000000000,491.0000000000,701.0000000000,1192.0000000000,1016.1399822147,0.0001735673,8.0000000000,2.0354442710,1.0000000000,1.0354442710,25
1000.0000000000,435.0000000000,891.0000000000,1326.0000000000,906.3934207275,0.0001751616,7.0000000000,1.8934511582,1.0000000000,0.8934511582,25
1000.0000000000,474.0000000000,682.0000000000,1156.0000000000,1040.2301762505,0.0001766695,8.0000000000,1.9953166233,1.0000000000,0.9953166233,25
1000.0000000000,490.0000000000,699.0000000000,1189.0000000000,963.0902615201,0.0001781517,9.0000000000,1.8614354918,1.0000000000,0.8614354918,25
1000.0000000000,335.0000000000,635.0000000000,970.0000000000,961.0998431416,0.0001793594,3.0000000000,1.9868082128,1.0000000000,0.9868082128,25
1000.0000000000,384.0000000000,656.0000000000,1040.0000000000,990.0166929754,0.0001806771,9.0000000000,1.8313621432,1.0000000000,0.8313621432,25
1000.0000000000,431.0000000000,624.0000000000,1055.0000000000,907.2956996109,0.0001819463,7.0000000000,1.9396963084,1.0000000000,0.9396963084,25
1000.0000000000,451.0000000000,545.0000000000,996.0000000000,975.0385707748,0.0001831970,8.0000000000,1.9083404552,1.0000000000,0.9083404552,25
1000.0000000000,306.0000000000,861.0000000000,1167.0000000000,950.8462426364,0.0001846408,5.0000000000,1.8596253720,1.0000000000,0.8596253720,25
1000.0000000000,315.0000000000,672.0000000000,987.0000000000,1076.9998108666,0.0001859545,3.0000000000,1.8038632837,1.0000000000,0.8038632837,25
1000.0000000000,428.0000000000,808.0000000000,1236.0000000000,915.3714943463,0.0001874494,4.0000000000,1.8814357782,1.0000000000,0.8814357782,25
1000.0000000000,471.0000000000,818.0000000000,1289.0000000000,989.9521677482,0.0001890825,5.0000000000,2.1842403074,1.0000000000,1.1842403074,25
1000.0000000000,441.0000000000,782.0000000000,1223.0000000000,1078.7886606115,0.0001907120,6.0000000000,1.9053040662,1.0000000000,0.9053040662,25
1000.0000000000,477.0000000000,763.0000000000,1240.0000000000,1054.0839635080,0.0001923419,6.0000000000,2.0276052310,1.0000000000,1.0276052310,25
1000.0000000000,350.0000000000,713.0000000000,1063.0000000000,913.7380046935,0.0001936262,9.0000000000,2.0599803475,1.0000000000,1.0599803475,25
1000.0000000000,470.0000000000,869.0000000000,1339.0000000000,1036.0909647180,0.0001953687,7.0000000000,2.0071140833,1.0000000000,1.0071140833,25
1000.0000000000,375.0000000000,758.0000000000,1133.0000000000,942.7087825030,0.0001967632,4.0000000000,2.1047120119,1.0000000000,1.1047120119,25
1000.0000000000,350.0000000000,813.0000000000,1163.0000000000,1060.9420963299,0.0001982978,4.0000000000,1.8866412057,1.0000000000,0.8866412057,25
1000.0000000000,431.0000000000,798.0000000000,1229.0000000000,962.7367664190,0.0001998295,7.0000000000,1.9500424788,1.0000000000,0.9500424788,25
1000.0000000000,367.0000000000,891.0000000000,1258.0000000000,904.2398585638,0.0002013399,3.0000000000,1.8325173633,1.0000000000,0.8325173633,25
1000.0000000000,490.0000000000,760.0000000000,1250.0000000000,916.4724525327,0.0002028528,8.0000000000,2.1133186591,1.0000000000,1.1133186591,25
1000.0000000000,442.0000000000,641.0000000000,1083.0000000000,967.3997136467,0.0002042064,7.0000000000,1.8167527251,1.0000000000,0.8167527251,25
1000.0000000000,401.0000000000,694.0000000000,1095.0000000000,912.6584096617,0.0002055284,8.0000000000,1.9588616486,1.0000000000,0.9588616486,25
1000.0000000000,450.0000000000,550.0000000000,1000.0000000000,1034.3754122109,0.0002068284,6.0000000000,1.8106670300,1.0000000000,0.8106670300,25
1000.0000000000,372.0000000000,613.0000000000,985.0000000000,1074.6548883672,0.0002081379,5.0000000000,2.0666409913,1.0000000000,1.0666409913,25
1000.0000000000,401.0000000000,868.0000000000,1269.0000000000,1097.6595129878,0.0002098457,7.0000000000,1.8255786144,1.0000000000,0.8255786144,25
1000.0000000000,403.0000000000,553.0000000000,956.0000000000,951.5203732312,0.0002110289,8.0000000000,1.8557809752,1.0000000000,0.8557809752,25
1000.0000000000,410.0000000000,864.0000000000,1274.0000000000,1049.4060338673,0.0002126992,6.0000000000,2.0839803478,1.0000000000,1.0839803478,25
1000.0000000000,446.0000000000,696.0000000000,1142.0000000000,1030.6414170087,0.0002141807,5.0000000000,1.9579937659,1.0000000000,0.9579937659,25
1000.0000000000,393.0000000000,738.0000000000,1131.0000000000,1095.1916682329,0.0002157009,5.0000000000,1.8328076470,1.0000000000,0.8328076470,25
1000.0000000000,446.0000000000,820.0000000000,1266.0000000000,1048.4491246343,0.0002173598,7.0000000000,1.8158625063,1.0000000000,0.8158625063,25
1000.0000000000,479.0000000000,897.0000000000,1376.0000000000,1029.6129978753,0.0002191439,4.0000000000,1.9440281109,1.0000000000,0.9440281109,25
1000.0000000000,385.0000000000,754.0000000000,1139.0000000000,1032.3299979934,0.0002206229,5.0000000000,2.1354487379,1.0000000000,1.1354487379,25
1000.0000000000,303.0000000000,732.0000000000,1035.0000000000,1087.3377227589,0.0002220082,4.0000000000,2.1166938174,1.0000000000,1.1166938174,25
1000.0000000000,349.0000000000,704.0000000000,1053.0000000000,932.2458473493,0.0002232957,6.0000000000,1.9131640155,1.0000000000,0.9131640155,25
1000.0000000000,492.0000000000,646.0000000000,1138.0000000000,937.6167958890,0.0002246919,4.0000000000,2.0372474843,1.0000000000,1.0372474843,25
1000.0000000000,330.0000000000,821.0000000000,1151.0000000000,931.1168030388,0.0002260983,7.0000000000,1.9967417415,1.0000000000,0.9967417415,25
1000.0000000000,479.0000000000,532.0000000000,1011.0000000000,917.7242603909,0.0002273229,6.0000000000,2.0013245420,1.0000000000,1.0013245420,25
1000.0000000000,343.0000000000,691.0000000000,1034.0000000000,1099.8995853297,0.0002287161,7.0000000000,2.0984561185,1.0000000000,1.0984561185,25
1000.0000000000,476.0000000000,769.0000000000,1245.0000000000,978.7391884641,0.0002302829,4.0000000000,1.8308187800,1.0000000000,0.8308187800,25
1000.0000000000,336.0000000000,792.0000000000,1128.0000000000,1041.7951614337,0.0002317556,5.0000000000,1.8200345744,1.0000000000,0.8200345744,25
1000.0000000000,444.0000000000,695.0000000000,1139.0000000000,900.7333091671,0.0002331199,7.0000000000,1.9880990694,1.0000000000,0.9880990694,25
1000.0000000000,310.0000000000,500.0000000000,810.0000000000,1093.4140723209,0.0002342075,8.0000000000,1.8507226579,1.0000000000,0.8507226579,25
1000.0000000000,477.0000000000,598.0000000000,1075.0000000000,966.8170711860,0.0002355507,6.0000000000,2.0492399482,1.0000000000,1.0492399482,25
1000.0000000000,456.0000000000,787.0000000000,1243.0000000000,907.5245385606,0.0002370463,5.0000000000,1.8721688237,1.0000000000,0.8721688237,25
1000.0000000000,381.0000000000,718.0000000000,1099.0000000000,932.2708375766,0.0002383901,6.0000000000,2.0681616662,1.0000000000,1.0681616662,25
1000.0000000000,325.0000000000,727.0000000000,1052.0000000000,1033.6616667652,0.0002397572,7.0000000000,2.0926699578,1.0000000000,1.0926699578,25
1000.0000000000,407.0000000000,510.0000000000,917.0000000000,1028.3118581775,0.0002409453,6.0000000000,2.1874439766,1.0000000000,1.1874439766,25
1000.0000000000,311.0000000000,884.0000000000,1195.0000000000,1081.4056161715,0.0002425396,3.0000000000,1.8575683525,1.0000000000,0.8575683525,25
1000.0000000000,366.0000000000,611.0000000000,977.0000000000,1023.2618416953,0.0002438018,5.0000000000,1.9570449949,1.0000000000,0.9570449949,25
1000.0000000000,323.0000000000,579.0000000000,902.0000000000,1016.8834217173,0.0002449628,7.0000000000,1.9479321615,1.0000000000,0.9479321615,25
1000.0000000000,452.0000000000,570.0000000000,1022.0000000000,988.5214147443,0.0002462566,6.0000000000,1.8966937352,1.0000000000,0.8966937352,25
1000.0000000000,478.0000000000,751.0000000000,1229.0000000000,914.1724918977,0.0002477418,8.0000000000,1.8236973056,1.0000000000,0.8236973056,25
1000.0000000000,421.0000000000,819.0000000000,1240.0000000000,948.4487029785,0.0002492736,7.0000000000,1.9896203912,1.0000000000,0.9896203912,25
1000.0000000000,491.0000000000,503.0000000000,994.0000000000,973.8525593721,0.0002505209,4.0000000000,2.1669576310,1.0000000000,1.1669576310,25
1000.0000000000,498.0000000000,647.0000000000,1145.0000000000,903.9062018639,0.0002518953,9.0000000000,1.9913612101,1.0000000000,0.9913612101,25
1000.0000000000,377.0000000000,834.0000000000,1211.0000000000,928.7874479987,0.0002533727,4.0000000000,2.1421736465,1.0000000000,1.1421736465,25
1000.0000000000,413.0000000000,674.0000000000,1087.0000000000,943.3393042467,0.0002547112,5.0000000000,2.0973146614,1.0000000000,1.0973146614,25
1000.0000000000,436.0000000000,615.0000000000,1051.0000000000,948.1031151285,0.0002560092,6.0000000000,1.8328903809,1.0000000000,0.8328903809,25
1000.0000000000,371.0000000000,676.0000000000,1047.0000000000,961.4729814834,0.0002573131,5.0000000000,1.8604335349,1.0000000000,0.8604335349,25
1000.0000000000,364.0000000000,556.0000000000,920.0000000000,971.6539306503,0.0002584659,6.0000000000,1.9551062977,1.0000000000,0.9551062977,25
1000.0000000000,435.0000000000,884.0000000000,1319.0000000000,912.7976504480,0.0002600585,7.0000000000,1.8792578958,1.0000000000,0.8792578958,25
1000.0000000000,444.0000000000,650.0000000000,1094.0000000000,1019.7020830964,0.0002614690,8.0000000000,2.1023177278,1.0000000000,1.1023177278,25
