RPM,TinjA,TinjB,Tinj,Prail,Vinj_cum,TinjCNG,Pred,Pmap,Pcng,Tcng
1000.0000000000,350.0000000000,746.0000000000,1096.0000000000,918.4467206421,0.0000549850,4.0000000000,2.1537967597,1.0000000000,1.1537967597,25
1000.0000000000,344.0000000000,828.0000000000,1172.0000000000,912.8686111986,0.0000564002,6.0000000000,1.9122257409,1.0000000000,0.9122257409,25
1000.0000000000,411.0000000000,663.0000000000,1074.0000000000,1094.2014461442,0.0000578429,7.0000000000,1.9109063774,1.0000000000,0.9109063774,25
1000.0000000000,434.0000000000,636.0000000000,1070.0000000000,938.8574523231,0.0000591567,5.0000000000,2.0683741944,1.0000000000,1.0683741944,25
1000.0000000000,383.0000000000,750.0000000000,1133.0000000000,1072.1337544858,0.0000606609,5.0000000000,1.9189025657,1.0000000000,0.9189025657,25
1000.0000000000,358.0000000000,755.0000000000,1113.0000000000,950.8555066034,0.0000620378,6.0000000000,1.8322112323,1.0000000000,0.8322112323,25
1000.0000000000,380.0000000000,600.0000000000,980.0000000000,919.1317984463,0.0000632260,4.0000000000,2.1613612691,1.0000000000,1.1613612691,25
1000.0000000000,321.0000000000,520.0000000000,841.0000000000,969.1688261799,0.0000642783,5.0000000000,1.9851739088,1.0000000000,0.9851739088,25
1000.0000000000,360.0000000000,650.0000000000,1010.0000000000,940.1483919076,0.0000655194,8.0000000000,1.8156812869,1.0000000000,0.8156812869,25
1000.0000000000,374.0000000000,584.0000000000,958.0000000000,1095.5473812410,0.0000668072,4.0000000000,1.9034592015,1.0000000000,0.9034592015,25
1000.0000000000,395.0000000000,561.0000000000,956.0000000000,1010.8108668772,0.0000680334,5.0000000000,2.0773539716,1.0000000000,1.0773539716,25
1000.0000000000,386.0000000000,689.0000000000,1075.0000000000,929.1897028502,0.0000693453,6.0000000000,2.1577804862,1.0000000000,1.1577804862,25
1000.0000000000,362.0000000000,517.0000000000,879.0000000000,920.4393807516,0.0000704119,5.0000000000,2.0946489072,1.0000000000,1.0946489072,25
1000.0000000000,446.0000000000,647.0000000000,1093.0000000000,1034.2696307398,0.0000718328,9.0000000000,2.0019832456,1.0000000000,1.0019832456,25
1000.0000000000,324.0000000000,563.0000000000,887.0000000000,1042.0129927270,0.0000729909,4.0000000000,1.8612949155,1.0000000000,0.8612949155,25
1000.0000000000,322.0000000000,695.0000000000,1017.0000000000,936.6431724206,0.0000742379,5.0000000000,2.1555232335,1.0000000000,1.1555232335,25
1000.0000000000,462.0000000000,777.0000000000,1239.0000000000,995.7138469385,0.0000758131,3.0000000000,1.9901578446,1.0000000000,0.9901578446,25
1000.0000000000,486.0000000000,586.0000000000,1072.0000000000,1019.4981261818,0.0000771950,5.0000000000,1.8970372226,1.0000000000,0.8970372226,25
1000.0000000000,420.0000000000,850.0000000000,1270.0000000000,1087.2892358825,0.0000788948,3.0000000000,1.8022134636,1.0000000000,0.8022134636,25
1000.0000000000,349.0000000000,834.0000000000,1183.0000000000,984.6765522890,0.0000803889,7.0000000000,1.9314042945,1.0000000000,0.9314042945,25
1000.0000000000,344.0000000000,852.0000000000,1196.0000000000,1076.0449183662,0.0000819800,6.0000000000,2.1125664354,1.0000000000,1.1125664354,25
1000.0000000000,401.0000000000,526.0000000000,927.0000000000,1048.0404198450,0.0000831945,8.0000000000,1.8494618669,1.0000000000,0.8494618669,25
1000.0000000000,425.0000000000,548.0000000000,973.0000000000,1044.6521485462,0.0000844668,7.0000000000,2.1144381122,1.0000000000,1.1144381122,25
1000.0000000000,444.0000000000,714.0000000000,1158.0000000000,958.2056417783,0.0000859060,4.0000000000,1.8708819789,1.0000000000,0.8708819789,25
1000.0000000000,378.0000000000,589.0000000000,967.0000000000,955.1253914571,0.0000871055,4.0000000000,1.9582891269,1.0000000000,0.9582891269,25
1000.0000000000,325.0000000000,682.0000000000,1007.0000000000,979.7203544198,0.0000883736,7.0000000000,1.9998549396,1.0000000000,0.9998549396,25
1000.0000000000,350.0000000000,587.0000000000,937.0000000000,980.1803595418,0.0000895538,9.0000000000,2.0516463692,1.0000000000,1.0516463692,25
1000.0000000000,477.0000000000,520.0000000000,997.0000000000,1098.4613871255,0.0000908962,6.0000000000,2.1095454161,1.0000000000,1.1095454161,25
1000.0000000000,495.0000000000,718.0000000000,1213.0000000000,970.3004341622,0.0000924150,6.0000000000,2.0311797785,1.0000000000,1.0311797785,25
1000.0000000000,348.0000000000,847.0000000000,1195.0000000000,1081.9892837021,0.0000940098,3.0000000000,1.9412868655,1.0000000000,0.9412868655,25
1000.0000000000,396.0000000000,689.0000000000,1085.0000000000,992.0227291797,0.0000953862,7.0000000000,2.0000203829,1.0000000000,1.0000203829,25
1000.0000000000,333.0000000000,502.0000000000,835.0000000000,1013.9847123702,0.0000964592,6.0000000000,2.1110365695,1.0000000000,1.1110365695,25
1000.0000000000,393.0000000000,567.0000000000,960.0000000000,1094.5592228832,0.0000977490,4.0000000000,2.0493717985,1.0000000000,1.0493717985,25
1000.0000000000,437.0000000000,520.0000000000,957.0000000000,936.5724908357,0.0000989224,4.0000000000,2.1061970647,1.0000000000,1.1061970647,25
1000.0000000000,413.0000000000,891.0000000000,1304.0000000000,1058.7325700425,0.0001006409,3.0000000000,1.9776902199,1.0000000000,0.9776902199,25
1000.0000000000,302.0000000000,856.0000000000,1158.0000000000,1076.8641564345,0.0001021821,9.0000000000,1.9849510822,1.0000000000,0.9849510822,25
1000.0000000000,302.0000000000,764.0000000000,1066.0000000000,1024.5594251080,0.0001035603,3.0000000000,2.1235686539,1.0000000000,1.1235686539,25
1000.0000000000,498.0000000000,518.0000000000,1016.0000000000,973.0801322658,0.0001048346,7.0000000000,2.1470209900,1.0000000000,1.1470209900,25
1000.0000000000,393.0000000000,510.0000000000,903.0000000000,1015.9567468913,0.0001059962,5.0000000000,2.0238650503,1.0000000000,1.0238650503,25
1000.0000000000,329.0000000000,501.0000000000,830.0000000000,1072.8433404394,0.0001070985,4.0000000000,1.9664725064,1.0000000000,0.9664725064,25
1000.0000000000,399.0000000000,540.0000000000,939.0000000000,1038.0383574262,0.0001083218,5.0000000000,2.0912289841,1.0000000000,1.0912289841,25
1000.0000000000,374.0000000000,536.0000000000,910.0000000000,945.9634540227,0.0001094442,8.0000000000,1.9566168959,1.0000000000,0.9566168959,25
1000.0000000000,331.0000000000,822.0000000000,1153.0000000000,982.5495550834,0.0001108986,3.0000000000,2.1940125088,1.0000000000,1.1940125088,25
1000.0000000000,443.0000000000,695.0000000000,1138.0000000000,1002.1090580758,0.0001123508,7.0000000000,2.0314840112,1.0000000000,1.0314840112,25
1000.0000000000,419.0000000000,547.0000000000,966.0000000000,1033.5027990641,0.0001136061,6.0000000000,2.0174818739,1.0000000000,1.0174818739,25
1000.0000000000,334.0000000000,703.0000000000,1037.0000000000,1033.3369638863,0.0001149535,9.0000000000,1.9795687772,1.0000000000,0.9795687772,25
1000.0000000000,478.0000000000,788.0000000000,1266.0000000000,1050.5905858348,0.0001166144,4.0000000000,1.8461291059,1.0000000000,0.8461291059,25
1000.0000000000,446.0000000000,566.0000000000,1012.0000000000,1094.2159890167,0.0001179739,9.0000000000,1.8502250089,1.0000000000,0.8502250089,25
1000.0000000000,352.0000000000,855.0000000000,1207.0000000000,990.7354681366,0.0001195038,3.0000000000,1.9043358655,1.0000000000,0.9043358655,25
1000.0000000000,349.0000000000,662.0000000000,1011.0000000000,980.6773345746,0.0001207777,7.0000000000,2.0790798981,1.0000000000,1.0790798981,25
1000.0000000000,393.0000000000,786.0000000000,1179.0000000000,1045.0410846125,0.0001223197,9.0000000000,2.1546496318,1.0000000000,1.1546496318,25
1000.0000000000,392.0000000000,833.0000000000,1225.0000000000,1051.0387428683,0.0001239272,5.0000000000,2.0919923270,1.0000000000,1.0919923270,25
1000.0000000000,385.0000000000,706.0000000000,1091.0000000000,1035.8988905971,0.0001253468,5.0000000000,1.8803522168,1.0000000000,0.8803522168,25
1000.0000000000,365.0000000000,850.0000000000,1215.0000000000,941.8027856142,0.0001268415,4.0000000000,2.0007815592,1.0000000000,1.0007815592,25
1000.0000000000,391.0000000000,805.0000000000,1196.0000000000,995.2568786780,0.0001283616,6.0000000000,2.1848820951,1.0000000000,1.1848820951,25
1000.0000000000,485.0000000000,838.0000000000,1323.0000000000,1015.5219052361,0.0001300631,6.0000000000,1.9385035353,1.0000000000,0.9385035353,25
1000.0000000000,321.0000000000,769.0000000000,1090.0000000000,996.7734012754,0.0001314498,3.0000000000,2.1332129766,1.0000000000,1.1332129766,25
1000.0000000000,478.0000000000,705.0000000000,1183.0000000000,1093.2807677310,0.0001330382,8.0000000000,1.9495964207,1.0000000000,0.9495964207,25
1000.0000000000,478.0000000000,874.0000000000,1352.0000000000,947.8906552608,0.0001347077,8.0000000000,1.8939518881,1.0000000000,0.8939518881,25
1000.0000000000,351.0000000000,711.0000000000,1062.0000000000,994.3449632731,0.0001360568,4.0000000000,1.8270920529,1.0000000000,0.8270920529,25
1000.0000000000,300.0000000000,604.0000000000,904.0000000000,1047.3320263470,0.0001372406,6.0000000000,2.1733923301,1.0000000000,1.1733923301,25
1000.0000000000,336.0000000000,514.0000000000,850.0000000000,1064.3512768903,0.0001383643,6.0000000000,1.9282712868,1.0000000000,0.9282712868,25
1000.0000000000,497.0000000000,875.0000000000,1372.0000000000,1040.9100201584,0.0001401545,3.0000000000,2.1359309034,1.0000000000,1.1359309034,25
1000.0000000000,394.0000000000,654.0000000000,1048.0000000000,1097.0042992040,0.0001415644,7.0000000000,1.8266392621,1.0000000000,0.8266392621,25
1000.0000000000,469.0000000000,645.0000000000,1114.0000000000,929.8633390061,0.0001429245,4.0000000000,1.8983995736,1.0000000000,0.8983995736,25
1000.0000000000,327.0000000000,818.0000000000,1145.0000000000,974.9868146075,0.0001443622,5.0000000000,1.9580938272,1.0000000000,0.9580938272,25
1000.0000000000,309.0000000000,747.0000000000,1056.0000000000,1047.1146992457,0.0001457449,6.0000000000,2.0134315591,1.0000000000,1.0134315591,25
1000.0000000000,482.0000000000,749.0000000000,1231.0000000000,928.8844341876,0.0001472468,5.0000000000,2.1878401221,1.0000000000,1.1878401221,25
1000.0000000000,352.0000000000,673.0000000000,1025.0000000000,1078.2666942817,0.0001486121,7.0000000000,2.0902482225,1.0000000000,1.0902482225,25
1000.0000000000,335.0000000000,649.0000000000,984.0000000000,1009.5305011616,0.0001498733,8.0000000000,2.0958055944,1.0000000000,1.0958055944,25
1000.0000000000,357.0000000000,697.0000000000,1054.0000000000,987.4627087524,0.0001512067,6.0000000000,1.9759541800,1.0000000000,0.9759541800,25
1000.0000000000,418.0000000000,823.0000000000,1241.0000000000,1076.7636888238,0.0001528583,5.0000000000,1.8502958632,1.0000000000,0.8502958632,25
1000.0000000000,398.0000000000,757.0000000000,1155.0000000000,1024.1133104355,0.0001543512,8.0000000000,2.0495100616,1.0000000000,1.0495100616,25
1000.0000000000,482.0000000000,585.0000000000,1067.0000000000,941.7596872483,0.0001556637,9.0000000000,1.8749542188,1.0000000000,0.8749542188,25
1000.0000000000,375.0000000000,569.0000000000,944.0000000000,1058.0128160202,0.0001569073,6.0000000000,2.0395269173,1.0000000000,1.0395269173,25
1000.0000000000,405.0000000000,713.0000000000,1118.0000000000,1070.2538516098,0.0001583899,5.0000000000,1.8136982858,1.0000000000,0.8136982858,25
1000.0000000000,447.0000000000,860.0000000000,1307.0000000000,1051.7022194894,0.0001601057,9.0000000000,1.8409875216,1.0000000000,0.8409875216,25
1000.0000000000,320.0000000000,541.0000000000,861.0000000000,975.2704227010,0.0001611870,7.0000000000,1.9221005780,1.0000000000,0.9221005780,25
1000.0000000000,351.0000000000,670.0000000000,1021.0000000000,974.6241959918,0.0001624688,5.0000000000,1.9809546201,1.0000000000,0.9809546201,25
1000.0000000000,327.0000000000,565.0000000000,892.0000000000,976.9938512585,0.0001635902,7.0000000000,1.9600260763,1.0000000000,0.9600260763,25
1000.0000000000,405.0000000000,556.0000000000,961.0000000000,1057.2395220698,0.0001648556,9.0000000000,2.1982970324,1.0000000000,1.1982970324,25
1000.0000000000,436.0000000000,703.0000000000,1139.0000000000,981.8235212775,0.0001662917,3.0000000000,2.1610346553,1.0000000000,1.1610346553,25
1000.0000000000,440.0000000000,738.0000000000,1178.0000000000,1000.6906539111,0.0001677938,9.0000000000,2.0661363513,1.0000000000,1.0661363513,25
1000.0000000000,381.0000000000,557.0000000000,938.0000000000,916.8603875788,0.0001689293,4.0000000000,2.1303843134,1.0000000000,1.1303843134,25
1000.0000000000,411.0000000000,561.0000000000,972.0000000000,1060.6627604356,0.0001702116,4.0000000000,2.0531116407,1.0000000000,1.0531116407,25
1000.0000000000,450.0000000000,855.0000000000,1305.0000000000,1091.7176018986,0.0001719624,5.0000000000,1.8996360060,1.0000000000,0.8996360060,25
1000.0000000000,341.0000000000,677.0000000000,1018.0000000000,1095.2359234544,0.0001733306,6.0000000000,1.9764897096,1.0000000000,0.9764897096,25
1000.0000000000,480.0000000000,693.0000000000,1173.0000000000,1084.6940838587,0.0001748984,6.0000000000,2.1935503172,1.0000000000,1.1935503172,25
1000.0000000000,321.0000000000,833.0000000000,1154.0000000000,965.9879729756,0.0001763395,9.0000000000,1.9679920513,1.0000000000,0.9679920513,25
1000.0000000000,399.0000000000,756.0000000000,1155.0000000000,977.4723815326,0.0001777920,9.0000000000,1.9037681140,1.0000000000,0.9037681140,25
1000.0000000000,309.0000000000,601.0000000000,910.0000000000,1016.3682574719,0.0001789630,4.0000000000,2.1418942601,1.0000000000,1.1418942601,25
1000.0000000000,387.0000000000,771.0000000000,1158.0000000000,943.7788062233,0.0001803893,8.0000000000,2.0287547655,1.0000000000,1.0287547655,25
1000.0000000000,357.0000000000,711.0000000000,1068.0000000000,995.9220893758,0.0001817472,9.0000000000,2.1642234715,1.0000000000,1.1642234715,25
1000.0000000000,393.0000000000,558.0000000000,951.0000000000,1078.8558705957,0.0001830143,3.0000000000,1.9767712857,1.0000000000,0.9767712857,25
1000.0000000000,490.0000000000,852.0000000000,1342.0000000000,1083.7622880383,0.0001848070,4.0000000000,2.0576442374,1.0000000000,1.0576442374,25
1000.0000000000,487.0000000000,764.0000000000,1251.0000000000,1016.8305346734,0.0001864172,3.0000000000,1.8623101562,1.0000000000,0.8623101562,25
1000.0000000000,466.0000000000,752.0000000000,1218.0000000000,1072.8246269786,0.0001880348,7.0000000000,2.0835871548,1.0000000000,1.0835871548,25
1000.0000000000,475.0000000000,685.0000000000,1160.0000000000,951.8146570664,0.0001894707,8.0000000000,1.8710798306,1.0000000000,0.8710798306,25
1000.0000000000,491.0000000000,645.0000000000,1136.0000000000,986.6766204948,0.0001909073,7.0000000000,2.0419538348,1.0000000000,1.0419538348,25
1000.0000000000,369.0000000000,861.0000000000,1230.0000000000,1056.1388086966,0.0001925259,8.0000000000,1.8046238576,1.0000000000,0.8046238576,25
1000.0000000000,338.0000000000,530.0000000000,868.0000000000,932.1051408151,0.0001935871,7.0000000000,2.0295869437,1.0000000000,1.0295869437,25
1000.0000000000,469.0000000000,814.0000000000,1283.0000000000,1020.6614622493,0.0001952421,8.0000000000,1.9242418136,1.0000000000,0.9242418136,25
1000.0000000000,327.0000000000,823.0000000000,1150.0000000000,1050.0381453220,0.0001967504,8.0000000000,2.0905887643,1.0000000000,1.0905887643,25
1000.0000000000,371.0000000000,788.0000000000,1159.0000000000,1086.7408531327,0.0001983012,6.0000000000,2.1141444719,1.0000000000,1.1141444719,25
1000.0000000000,430.0000000000,630.0000000000,1060.0000000000,985.4592070735,0.0001996406,5.0000000000,2.1528460376,1.0000000000,1.1528460376,25
1000.0000000000,451.0000000000,787.0000000000,1238.0000000000,1004.7737473581,0.0002012229,3.0000000000,1.8175159042,1.0000000000,0.8175159042,25
1000.0000000000,354.0000000000,794.0000000000,1148.0000000000,903.8434518815,0.0002026009,4.0000000000,2.0428215250,1.0000000000,1.0428215250,25
1000.0000000000,383.0000000000,848.0000000000,1231.0000000000,1071.6272312062,0.0002042346,9.0000000000,1.8657415460,1.0000000000,0.8657415460,25
1000.0000000000,443.0000000000,722.0000000000,1165.0000000000,1060.1605008547,0.0002057711,3.0000000000,2.0359214949,1.0000000000,1.0359214949,25
1000.0000000000,451.0000000000,626.0000000000,1077.0000000000,916.2171308205,0.0002070744,6.0000000000,1.8453194666,1.0000000000,0.8453194666,25
1000.0000000000,491.0000000000,660.0000000000,1151.0000000000,908.1126286039,0.0002084599,4.0000000000,1.8683038835,1.0000000000,0.8683038835,25
1000.0000000000,396.0000000000,746.0000000000,1142.0000000000,1057.5796292018,0.0002099639,9.0000000000,1.9778440251,1.0000000000,0.9778440251,25
1000.0000000000,322.0000000000,809.0000000000,1131.0000000000,1055.8579815124,0.0002114520,9.0000000000,2.0607338099,1.0000000000,1.0607338099,25
1000.0000000000,336.0000000000,830.0000000000,1166.0000000000,1001.5360854785,0.0002129395,5.0000000000,1.9714366562,1.0000000000,0.9714366562,25
1000.0000000000,458.0000000000,688.0000000000,1146.0000000000,1056.2664117306,0.0002144477,7.0000000000,1.8427429535,1.0000000000,0.8427429535,25
1000.0000000000,352.0000000000,634.0000000000,986.0000000000,965.5768064183,0.0002156787,3.0000000000,2.0083583986,1.0000000000,1.0083583986,25
1000.0000000000,344.0000000000,680.0000000000,1024.0000000000,1009.5369725751,0.0002169912,4.0000000000,1.9375620230,1.0000000000,0.9375620230,25
1000.0000000000,497.0000000000,608.0000000000,1105.0000000000,908.8898952785,0.0002183220,8.0000000000,2.0419316216,1.0000000000,1.0419316216,25
1000.0000000000,380.0000000000,705.0000000000,1085.0000000000,905.1772249840,0.0002196254,9.0000000000,2.0484384016,1.0000000000,1.0484384016,25
1000.0000000000,475.0000000000,501.0000000000,976.0000000000,1041.9860506427,0.0002208998,5.0000000000,1.8810821838,1.0000000000,0.8810821838,25
1000.0000000000,323.0000000000,836.0000000000,1159.0000000000,1059.5618927955,0.0002224279,4.0000000000,2.1957298538,1.0000000000,1.1957298538,25
1000.0000000000,302.0000000000,590.0000000000,892.0000000000,1005.5407054455,0.0002235685,7.0000000000,2.1969501751,1.0000000000,1.1969501751,25
1000.0000000000,395.0000000000,537.0000000000,932.0000000000,1093.9684416723,0.0002248203,9.0000000000,2.1476381647,1.0000000000,1.1476381647,25
1000.0000000000,481.0000000000,829.0000000000,1310.0000000000,921.0486875239,0.0002264105,8.0000000000,1.9528402987,1.0000000000,0.9528402987,25
1000.0000000000,416.0000000000,734.0000000000,1150.0000000000,949.2719184174,0.0002278319,9.0000000000,2.0135372098,1.0000000000,1.0135372098,25
1000.0000000000,470.0000000000,862.0000000000,1332.0000000000,1043.1394132960,0.0002295721,5.0000000000,1.9697728669,1.0000000000,0.9697728669,25
1000.0000000000,480.0000000000,706.0000000000,1186.0000000000,1035.0525866471,0.0002311146,7.0000000000,2.1193590391,1.0000000000,1.1193590391,25
1000.0000000000,374.0000000000,555.0000000000,929.0000000000,969.6990125158,0.0002322774,6.0000000000,2.0791351270,1.0000000000,1.0791351270,25
1000.0000000000,385.0000000000,874.0000000000,1259.0000000000,955.5472595820,0.0002338395,7.0000000000,1.8364477009,1.0000000000,0.8364477009,25
1000.0000000000,388.0000000000,520.0000000000,908.0000000000,996.1937232977,0.0002349942,5.0000000000,1.8781472565,1.0000000000,0.8781472565,25
1000.0000000000,330.0000000000,715.0000000000,1045.0000000000,1063.1559850649,0.0002363747,5.0000000000,1.9542025032,1.0000000000,0.9542025032,25
1000.0000000000,462.0000000000,808.0000000000,1270.0000000000,1003.5935577929,0.0002379968,9.0000000000,1.9256162608,1.0000000000,0.9256162608,25
1000.0000000000,380.0000000000,612.0000000000,992.0000000000,1051.6864280453,0.0002392991,9.0000000000,2.1147960897,1.0000000000,1.1147960897,25
1000.0000000000,428.0000000000,633.0000000000,1061.0000000000,966.5779182440,0.0002406245,9.0000000000,2.0471333668,1.0000000000,1.0471333668,25
1000.0000000000,436.0000000000,518.0000000000,954.0000000000,1061.4491166143,0.0002418836,9.0000000000,1.9098103267,1.0000000000,0.9098103267,25
1000.0000000000,324.0000000000,822.0000000000,1146.0000000000,1025.6584259733,0.0002433662,5.0000000000,1.8191901949,1.0000000000,0.8191901949,25
1000.0000000000,370.0000000000,580.0000000000,950.0000000000,1057.7262350941,0.0002446174,5.0000000000,1.9273744018,1.0000000000,0.9273744018,25
1000.0000000000,315.0000000000,584.0000000000,899.0000000000,953.4691330078,0.0002457315,7.0000000000,2.0084291641,1.0000000000,1.0084291641,25
1000.0000000000,469.0000000000,620.0000000000,1089.0000000000,1011.2012984289,0.0002471286,6.0000000000,2.1432175548,1.0000000000,1.1432175548,25
1000.0000000000,488.0000000000,641.0000000000,1129.0000000000,1030.5657201170,0.0002485932,5.0000000000,1.9757190869,1.0000000000,0.9757190869,25
1000.0000000000,493.0000000000,814.0000000000,1307.0000000000,1039.6711373235,0.0002502975,9.0000000000,2.1898595052,1.0000000000,1.1898595052,25
1000.0000000000,365.0000000000,512.0000000000,877.0000000000,1008.6709832638,0.0002514209,6.0000000000,2.0462881872,1.0000000000,1.0462881872,25
1000.0000000000,360.0000000000,765.0000000000,1125.0000000000,923.0022624547,0.0002527883,6.0000000000,2.1044872986,1.0000000000,1.1044872986,25
1000.0000000000,303.0000000000,636.0000000000,939.0000000000,1097.8045383787,0.0002540521,7.0000000000,2.0899365198,1.0000000000,1.0899365198,25
1000.0000000000,327.0000000000,721.0000000000,1048.0000000000,997.6151197213,0.0002553860,3.0000000000,2.0264923370,1.0000000000,1.0264923370,25
1000.0000000000,394.0000000000,622.0000000000,1016.0000000000,928.3661627243,0.0002566252,4.0000000000,2.1585124243,1.0000000000,1.1585124243,25
1000.0000000000,473.0000000000,788.0000000000,1261.0000000000,1062.9987335855,0.0002582909,4.0000000000,1.9681109509,1.0000000000,0.9681109509,25
1000.0000000000,447.0000000000,899.0000000000,1346.0000000000,1050.3766479715,0.0002600566,9.0000000000,1.9465402375,1.0000000000,0.9465402375,25
